lat,lng
37.59038756,126.9392741
37.54950802,126.9717317
37.59165934,127.0125517
37.63123983,127.0242273
37.62279351,127.0195897
37.61236625,127.0221154
37.53949856,127.0832413
37.54646503,126.9527236
37.51939806,126.9079958
37.50026411,126.8976481
37.55196461,127.0466383
37.54081437,127.0326356
37.50145641,126.9252888
37.50471459,126.9374151
37.59046559,127.087137
37.47555196,126.9180342
37.52935729,127.0486312
37.52871253,127.0357669
37.54864494,126.8693309
37.51762701,127.1055086
37.52631541,127.1053044
37.5066131,127.1194606
37.49868078,126.8859857
37.51613248,127.007544
37.54218497,126.8800484
37.66940705,127.043657
37.6150688,126.9322677
37.61771486,126.9221856
37.49359011,127.0298078
37.4893161,127.0550033
37.4988946,127.1416059
37.56480489,127.0117417
37.56504886,127.0140727
37.55417442,126.9731706
37.5692509,126.9704712
37.6095907,126.9498255
37.57245802,127.0140925
37.52152743,126.9772139
37.52959862,126.9680354
37.58920703,127.0080483
37.63364149,127.0230106
37.63509656,127.030731
37.58573555,127.0436246
37.53526833,127.0600841
37.54587389,127.0860756
37.52679941,126.9191415
37.51477312,126.9077947
37.52422418,126.9215154
37.45490286,126.9002168
37.56308495,127.0321794
37.54800911,127.0446698
37.59657188,127.0857552
37.59102482,127.0976908
37.50755531,127.0562528
37.51782046,127.0440725
37.55655427,127.1445227
37.5314508,127.1325088
37.49710273,127.1363087
37.49728283,127.1511958
37.50152396,126.8463989
37.48469028,126.9015058
37.49344829,126.8613111
37.49533178,126.8713293
37.49447787,126.8942103
37.50356347,127.0219047
37.48253537,127.0045523
37.51166595,126.8418524
37.68116212,127.0535196
37.64900766,127.0270839
37.67766451,127.0347496
37.61231753,126.9061836
37.60760809,126.9218026
37.44212696,127.0590926
37.57124512,127.1679473
37.56466688,127.0024349
37.60095554,126.9595071
37.58082709,126.9513736
37.59487011,126.9248883
37.53389018,126.9886951
37.58750368,127.0080935
37.5895534,127.0089748
37.61078916,127.0334443
37.6349671,127.0254049
37.67345315,127.0054288
37.58991084,127.0559795
37.55333256,126.9564661
37.55432404,126.9204563
37.5198863,126.9047102
37.49592866,126.9083621
37.51401971,126.8873197
37.5258235,126.9241626
37.5158099,126.9006915
37.55992001,127.0364451
37.51355298,126.9384917
37.60215509,127.0842968
37.47396013,126.9336083
37.5728044,126.8290845
37.57024,126.8126199
